#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-19T19:16:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-19T19:16:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RAICRS&-out=DEICRS&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Notes	(A1)	[DGPWXYZ] Existence of notes (H70)	[ucd=meta.note]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;HIP;RAhms;DEdms;Vmag;RAICRS;DEICRS;Plx;pmRA;pmDE;e_Plx;B-V;Notes;_RA.icrs;_DE.icrs
247.5672209704;-51.1260532668; 80821;16 30 16.08;-51 07 33.6; 9.31;247.56701986;-51.12601151;   9.63;   51.93;  -17.18;  1.24; 0.567; ;247.56722097;-51.12605327
247.5699267829;+10.9977058218; 80822;16 30 16.85;+10 59 52.2; 9.06;247.57019563;+10.99784169;   3.25; -108.58;  -55.90;  1.23; 0.672; ;247.56992678;+10.99770582
247.5726124367;-11.8449707631; 80823;16 30 17.42;-11 50 41.7;10.02;247.57260295;-11.84490752;   3.92;    3.82;  -26.02;  1.76; 0.720; ;247.57261244;-11.84497076
247.5752450439;-12.6625936352; 80824;16 30 18.11;-12 39 35.0;10.10;247.57547824;-12.65971367; 234.51;  -93.61;-1184.90;  1.82; 1.604; ;247.57524504;-12.66259364
247.5780862467;-54.9548798857; 80825;16 30 18.73;-54 57 17.6;11.23;247.57805594;-54.95488166;  -3.04;    7.16;    0.73;  4.53; 0.370; ;247.57808625;-54.95487989
247.5928466102;+28.9411228433; 80826;16 30 22.29;+28 56 28.1; 9.67;247.59288941;+28.94113976;   3.11;  -15.41;   -6.96;  1.58; 0.930; ;247.59284661;+28.94112284
247.5939503166;+40.7366635244; 80827;16 30 22.61;+40 44 11.6; 7.88;247.59421627;+40.73656849;  11.12;  -82.91;   39.10;  1.00; 0.584; ;247.59395032;+40.73666352
247.5964547624;+22.4832432394; 80828;16 30 23.13;+22 28 59.6; 9.40;247.59637106;+22.48322642;   8.32;   31.82;    6.92;  1.41; 0.538; ;247.59645476;+22.48324324
247.5971363250;-37.9725476139; 80829;16 30 23.31;-37 58 21.1; 7.72;247.59713503;-37.97253585;   1.67;    0.42;   -4.84;  1.12; 0.289; ;247.59713632;-37.97254761
247.6037110802;-44.1156239142; 80830;16 30 24.89;-44 06 56.3; 7.87;247.60372557;-44.11563281;   3.86;   -4.28;    3.66;  1.09; 1.879; ;247.60371108;-44.11562391
247.6067719295;-10.4413850561; 80831;16 30 25.70;-10 26 28.3; 7.47;247.60709903;-10.44119715;  18.31; -132.35;  -77.31;  0.96; 0.609; ;247.60677193;-10.44138506
247.6124672744;-48.1565435674; 80832;16 30 27.00;-48 09 23.5; 9.41;247.61249624;-48.15652230;   6.72;   -7.95;   -8.75;  2.18; 0.398; ;247.61246727;-48.15654357
247.6141266778;-06.0926526158; 80834;16 30 27.40;-06 05 33.8; 8.81;247.61415975;-06.09272597;   5.76;  -13.53;   30.18;  1.34; 0.570; ;247.61412668;-06.09265262
247.6142246243;+67.3520334281; 80833;16 30 27.41;+67 21 07.4; 8.67;247.61419136;+67.35206731;   4.46;    5.27;  -13.94;  0.76; 0.476; ;247.61422462;+67.35203343
247.6174041242;+47.8206551742; 80835;16 30 28.17;+47 49 14.4; 8.86;247.61737636;+47.82065882;   5.75;    7.67;   -1.50;  0.79; 0.479; ;247.61740412;+47.82065517
247.6179397871;+63.5708147674; 80836;16 30 28.34;+63 34 14.6; 8.12;247.61807800;+63.57072683;   5.28;  -25.31;   36.18;  0.65; 0.356; ;247.61793979;+63.57081477
247.6185842729;+04.1782244896; 80837;16 30 28.71;+04 10 53.8; 7.27;247.61963885;+04.18160865;  24.34; -432.73;-1392.34;  0.90; 0.545; ;247.61858427;+04.17822449
247.6234133533;+38.3473095856; 80838;16 30 29.68;+38 20 49.8; 8.15;247.62365236;+38.34717994;  12.68;  -77.12;   53.34;  0.79; 0.611; ;247.62341335;+38.34730959
247.6238445106;+33.7508805457; 80839;16 30 29.73;+33 45 02.9; 6.97;247.62389061;+33.75080007;   6.66;  -15.77;   33.11;  0.68; 0.990; ;247.62384451;+33.75088055
247.6250734835;-07.5144511904; 80840;16 30 30.02;-07 30 52.0; 6.46;247.62506733;-07.51445768;   1.74;    2.51;    2.67;  0.80; 0.371; ;247.62507348;-07.51445119
247.6303510679;-21.7419766906; 80841;16 30 31.29;-21 44 31.2;10.70;247.63035986;-21.74199001;   5.12;   -3.36;    5.48;  1.93; 0.740; ;247.63035107;-21.74197669
247.6335327015;-14.5462072910; 80842;16 30 32.06;-14 32 45.6; 8.72;247.63357215;-14.54600310;  13.14;  -15.71;  -84.01;  2.82; 0.668; ;247.63353270;-14.54620729
247.6397853013;+20.4791880496; 80843;16 30 33.60;+20 28 45.6; 5.24;247.64001746;+20.47934589;   4.30;  -89.48;  -64.94;  0.67; 1.274; ;247.63978530;+20.47918805
247.6420056618;-25.4706182867; 80844;16 30 34.08;-25 28 13.9; 8.64;247.64201355;-25.47052437;  12.53;   -2.93;  -38.64;  1.39; 0.546; ;247.64200566;-25.47061829
247.6427824094;+20.1447652790; 80845;16 30 34.28;+20 08 41.2; 9.48;247.64284589;+20.14477172;   5.02;  -24.52;   -2.65;  1.33; 0.467; ;247.64278241;+20.14476528
247.6457042208;-27.1764581476; 80846;16 30 34.98;-27 10 35.1; 7.79;247.64573769;-27.17642954;   3.91;  -12.25;  -11.77;  0.96; 1.663; ;247.64570422;-27.17645815
247.6537442501;+43.5453624621; 80847;16 30 36.93;+43 32 43.0; 7.65;247.65387704;+43.54528099;   4.56;  -39.60;   33.52;  1.22; 0.724; ;247.65374425;+43.54536246
247.6585892108;+09.7315062249; 80848;16 30 38.06;+09 43 53.5; 8.81;247.65858455;+09.73153527;  -0.97;    1.89;  -11.95;  1.17; 1.495; ;247.65858921;+09.73150622
247.6623899110;-38.3516445688; 80849;16 30 39.03;-38 21 05.2; 9.88;247.66260547;-38.35145676;   9.20;  -69.55;  -77.27;  2.00; 0.676; ;247.66238991;-38.35164457
247.6616711635;+77.4465141633; 80850;16 30 39.08;+77 26 45.1; 6.35;247.66283125;+77.44585077;   8.00; -103.74;  272.94;  0.58; 0.995; ;247.66167116;+77.44651416
247.6676316556;-21.4522377181; 80851;16 30 40.23;-21 27 07.9;10.26;247.66763949;-21.45218760;   6.27;   -3.00;  -20.62;  1.78; 0.559; ;247.66763166;-21.45223772
247.6676522529;-85.5106851769; 80852;16 30 40.39;-85 30 38.3; 8.15;247.66829876;-85.51065183;   3.51;  -20.82;  -13.72;  0.77; 1.486; ;247.66765225;-85.51068518
247.6700028229;+18.3668202629; 80853;16 30 40.83;+18 22 00.4;10.76;247.67014163;+18.36677644;   0.47;  -54.20;   18.03;  1.82; 0.215; ;247.67000282;+18.36682026
247.6715149803;+19.9278711407; 80854;16 30 41.17;+19 55 40.6; 8.68;247.67153375;+19.92793504;   4.96;   -7.26;  -26.29;  1.17; 1.078; ;247.67151498;+19.92787114
247.6715780929;+18.6341044046; 80855;16 30 41.19;+18 38 02.7; 7.93;247.67160954;+18.63409704;  12.36;  -12.26;    3.03;  0.95; 0.424; ;247.67157809;+18.63410440
247.6718467664;+23.7567846526; 80856;16 30 41.27;+23 45 24.2;10.11;247.67194890;+23.75671842;   5.23;  -38.46;   27.25;  1.71; 0.848; ;247.67184677;+23.75678465
247.6723786514;-13.1163363670; 80857;16 30 41.41;-13 06 58.2; 9.22;247.67255502;-13.11615619;  11.29;  -70.67;  -74.13;  1.52; 0.662; ;247.67237865;-13.11633637
247.6725483860;-68.0718854501; 80858;16 30 41.42;-68 04 18.7; 8.31;247.67257442;-68.07185728;   2.47;   -4.00;  -11.59;  0.92; 0.000; ;247.67254839;-68.07188545
247.6749937437;-29.4830657919; 80859;16 30 42.02;-29 28 58.9; 7.78;247.67508379;-29.48301616;   8.76;  -32.25;  -20.42;  1.03; 0.307; ;247.67499374;-29.48306579
247.6760507529;-59.9506702332; 80860;16 30 42.23;-59 57 02.5; 7.62;247.67597445;-59.95070132;   7.30;   15.72;   12.79;  0.87; 0.403; ;247.67605075;-59.95067023
247.6825648766;+37.5264000189; 80861;16 30 43.80;+37 31 35.4; 8.44;247.68248976;+37.52649238;  10.48;   24.51;  -38.00;  0.85; 0.536; ;247.68256488;+37.52640002
247.6838980330;-04.0825785106; 80862;16 30 44.15;-04 04 57.0; 9.31;247.68394957;-04.08250608;   7.58;  -21.15;  -29.80;  2.22; 0.680; ;247.68389803;-04.08257851
247.6841453673;+59.0607754758; 80863;16 30 44.22;+59 03 38.6;10.35;247.68424682;+59.06070883;   4.45;  -21.46;   27.42;  1.20; 0.826; ;247.68414537;+59.06077548
247.6850177818;-03.6793367096; 80864;16 30 44.40;-03 40 45.5; 8.73;247.68500424;-03.67931622;   7.66;    5.56;   -8.43;  1.45; 0.593; ;247.68501778;-03.67933671
247.6857186883;-80.3207205110; 80865;16 30 44.60;-80 19 14.5; 8.31;247.68581540;-80.32068607;   3.68;   -6.69;  -14.17;  0.76; 0.022; ;247.68571869;-80.32072051
247.6875212211;+32.1896409865; 80866;16 30 45.00;+32 11 22.9; 9.11;247.68751990;+32.18969774;   4.41;    0.46;  -23.35;  1.07; 1.350; ;247.68752122;+32.18964099
247.6891427662;+30.8029859853; 80867;16 30 45.39;+30 48 10.7; 8.52;247.68913057;+30.80298302;   2.50;    4.31;    1.22;  1.01; 1.337; ;247.68914277;+30.80298599
247.6897814788;-28.3365948537; 80870;16 30 45.66;-28 20 10.2;10.10;247.69024010;-28.33617641;  12.47; -166.08; -172.16;  9.26; 1.045; ;247.68978148;-28.33659485
247.6932315342;-28.3368450123; 80868;16 30 46.49;-28 20 11.1;10.19;247.69372716;-28.33641585;  16.33; -179.48; -176.57;  7.72; 1.025; ;247.69323153;-28.33684501
247.6988551025;-10.7982643087; 80869;16 30 47.74;-10 47 53.7; 8.92;247.69889927;-10.79826059;   3.73;  -17.85;   -1.53;  1.16; 0.354; ;247.69885510;-10.79826431
247.7006528727;+14.2403382076; 80871;16 30 48.18;+14 14 25.2; 9.25;247.70073768;+14.24033235;   4.94;  -33.82;    2.41;  1.69; 0.990; ;247.70065287;+14.24033821
247.7044219845;-02.3046803042; 80872;16 30 49.05;-02 18 16.8; 8.59;247.70436645;-02.30466645;   2.68;   22.83;   -5.70;  2.79; 1.000; ;247.70442198;-02.30468030
247.7054877161;-09.1003575782; 80873;16 30 49.32;-09 06 01.3; 8.61;247.70550763;-09.10035279;   5.04;   -8.09;   -1.97;  1.42; 1.230; ;247.70548772;-09.10035758
247.7056645013;-61.6335031207; 80874;16 30 49.37;-61 38 00.5; 5.19;247.70572277;-61.63348127;   4.87;  -11.39;   -8.99;  0.65; 1.236; ;247.70566450;-61.63350312
247.7067899044;-33.3355825928; 80875;16 30 49.63;-33 20 07.9; 8.89;247.70681248;-33.33552494;   4.05;   -7.76;  -23.72;  1.34; 1.698; ;247.70678990;-33.33558259
247.7064590169;+27.3131882291; 80876;16 30 49.69;+27 18 51.6;12.07;247.70702675;+27.31433589;  25.16; -207.54; -472.18;  8.42; 1.430; ;247.70645902;+27.31318823
247.7174293369;-20.8227860058; 80877;16 30 52.18;-20 49 22.0; 9.33;247.71743628;-20.82276486;   2.58;   -2.67;   -8.70;  1.79; 1.912; ;247.71742934;-20.82278601
247.7247273547;+26.0478081787; 80879;16 30 53.94;+26 02 52.2; 8.76;247.72475081;+26.04783071;   1.12;   -8.67;   -9.27;  1.40; 1.700; ;247.72472735;+26.04780818
              ;              ; 80880;16 30 54.55;+26 03 13.9;10.95;            ;            ;       ;        ;        ;      ;      ;G;            ;
247.7281020971;+29.2042777228; 80882;16 30 54.74;+29 12 15.5; 8.68;247.72808216;+29.20429532;   1.90;    7.16;   -7.24;  1.11; 1.576; ;247.72810210;+29.20427772
247.7281913544;-17.7979789669; 80881;16 30 54.75;-17 47 52.2; 9.95;247.72813910;-17.79784621;  10.56;   20.47;  -54.62;  1.76; 0.578; ;247.72819135;-17.79797897
247.7284287977;+01.9839231294; 80883;16 30 54.84;+01 59 02.8; 3.82;247.72850509;+01.98410056;  19.63;  -31.37;  -73.00;  1.34; 0.022; ;247.72842880;+01.98392313
247.7300645532;+30.9408884065; 80884;16 30 55.24;+30 56 27.2; 7.17;247.73017374;+30.94088566;  12.26;  -38.53;    1.13;  1.70; 0.573; ;247.73006455;+30.94088841
247.7321148850;+38.0645814883; 80885;16 30 55.71;+38 03 52.2; 7.98;247.73214057;+38.06449778;   5.25;   -8.32;   34.44;  1.78; 0.480; ;247.73211488;+38.06458149
247.7459686737;+23.9856908812; 80886;16 30 59.05;+23 59 08.2; 8.59;247.74605351;+23.98561235;  13.45;  -31.89;   32.31;  1.08; 0.509; ;247.74596867;+23.98569088
247.7495466775;-56.4953385915; 80887;16 30 59.89;-56 29 43.2; 8.64;247.74956134;-56.49532797;  -1.10;   -3.33;   -4.37;  1.15; 0.098; ;247.74954668;-56.49533859
247.7615961719;+35.2250661082; 80888;16 31 02.79;+35 13 30.4; 6.25;247.76162298;+35.22510682;   3.26;   -9.01;  -16.75;  0.74; 1.640; ;247.76159617;+35.22506611
247.7633655893;-18.6205789419; 80889;16 31 03.17;-18 37 13.4;10.74;247.76319249;-18.62038231;  24.42;   67.49;  -80.90;  2.15; 1.165; ;247.76336559;-18.62057894
247.7682141685;-49.9811530746; 80890;16 31 04.39;-49 58 52.0; 8.48;247.76828160;-49.98111071;  -0.43;  -17.84;  -17.43;  1.36; 1.573; ;247.76821417;-49.98115307
247.7729465927;-07.5408972829; 80891;16 31 05.51;-07 32 27.1; 7.88;247.77296096;-07.54086746;   8.15;   -5.86;  -12.27;  0.97; 0.140; ;247.77294659;-07.54089728
247.7766035140;+34.3203140789; 80892;16 31 06.39;+34 19 13.3; 7.93;247.77661661;+34.32034869;   2.96;   -4.45;  -14.24;  0.74; 1.367; ;247.77660351;+34.32031408
247.7785868640;+36.2666125599; 80893;16 31 06.86;+36 15 59.9; 9.65;247.77859847;+36.26662673;   1.01;   -3.85;   -5.83;  1.07; 1.330; ;247.77858686;+36.26661256
247.7848658114;-16.6127326083; 80894;16 31 08.39;-16 36 45.5; 4.29;247.78497886;-16.61264015;  15.53;  -44.57;  -38.04;  0.77; 0.924; ;247.78486581;-16.61273261
247.7948394990;-34.3328023721; 80895;16 31 10.76;-34 19 58.1; 6.94;247.79483061;-34.33279982;   4.45;    3.02;   -1.05;  1.04; 0.962; ;247.79483950;-34.33280237
247.7961065563;-29.9978996108; 80896;16 31 11.08;-29 59 52.2; 8.53;247.79615132;-29.99783734;   6.07;  -15.95;  -25.62;  1.33; 0.433; ;247.79610656;-29.99789961
247.7986397394;-38.3829837062; 80897;16 31 11.69;-38 22 58.5; 8.56;247.79869704;-38.38292705;   7.30;  -18.48;  -23.31;  1.33; 0.280; ;247.79863974;-38.38298371
247.8059636180;+22.1954577711; 80898;16 31 13.44;+22 11 43.6; 5.76;247.80599042;+22.19543891;   3.52;  -10.21;    7.76;  0.67; 1.605; ;247.80596362;+22.19545777
247.8147238969;+01.4690855306; 80899;16 31 15.54;+01 28 08.6;10.00;247.81476151;+01.46905160;   5.92;  -15.47;   13.96;  1.56; 0.490; ;247.81472390;+01.46908553
247.8176405320;+06.8918532936; 80900;16 31 16.25;+06 53 30.6; 8.04;247.81768793;+06.89182612;   5.71;  -19.36;   11.18;  1.10; 0.466; ;247.81764053;+06.89185329
247.8189823895;+51.1379951019; 80901;16 31 16.55;+51 08 17.0; 8.41;247.81896182;+51.13804172;   1.18;    5.31;  -19.18;  0.73; 1.279; ;247.81898239;+51.13799510
247.8232732000;+79.7897747014; 80902;16 31 17.27;+79 47 24.0; 7.01;247.82195920;+79.78998852;  36.73;   95.83;  -87.97;  0.56; 0.607; ;247.82327320;+79.78977470
247.8248104825;+11.9979107950; 80903;16 31 17.96;+11 59 52.4;10.52;247.82482236;+11.99789417;   6.51;   -4.78;    6.84;  1.91; 0.339;P;247.82481048;+11.99791079
247.8258003594;-07.9208539997; 80904;16 31 18.20;-07 55 14.8; 7.32;247.82583658;-07.92077734;   9.59;  -14.76;  -31.54;  1.01; 0.497; ;247.82580036;-07.92085400
247.8259541664;+19.2865971946; 80905;16 31 18.24;+19 17 11.7; 8.72;247.82601929;+19.28659683;   1.84;  -25.29;    0.15;  1.27; 1.075; ;247.82595417;+19.28659719
247.8336572353;+57.8390407150; 80906;16 31 20.08;+57 50 20.5; 7.73;247.83368276;+57.83903984;   3.10;   -5.59;    0.36;  0.66; 1.400; ;247.83365724;+57.83904071
247.8382114401;+01.3087838844; 80907;16 31 21.18;+01 18 31.4; 6.79;247.83824448;+01.30872069;   4.14;  -13.59;   26.00;  0.98; 1.390; ;247.83821144;+01.30878388
247.8390006348;-41.0592021222; 80908;16 31 21.38;-41 03 33.1; 8.72;247.83909579;-41.05918715;   5.20;  -29.52;   -6.16;  1.23; 0.643; ;247.83900063;-41.05920212
247.8438108583;+07.6505253454; 80909;16 31 22.52;+07 39 02.0; 9.27;247.84383369;+07.65056421;   3.38;   -9.31;  -15.99;  1.31; 0.207; ;247.84381086;+07.65052535
247.8452113151;-26.5376431216; 80910;16 31 22.87;-26 32 15.2; 6.07;247.84528782;-26.53755183;  14.48;  -28.16;  -37.56;  0.82; 1.085; ;247.84521132;-26.53764312
247.8455555405;-34.7043659811; 80911;16 31 22.94;-34 42 15.6; 4.24;247.84558957;-34.70432087;   4.37;  -11.51;  -18.56;  0.80;-0.168; ;247.84555554;-34.70436598
247.8463323556;+16.4197398111; 80912;16 31 23.15;+16 25 11.8; 7.54;247.84646313;+16.41993620;   6.23;  -51.61;  -80.80;  1.04; 1.169; ;247.84633236;+16.41973981
247.8466731441;-55.9398235546; 80913;16 31 23.20;-55 56 23.3; 7.95;247.84667488;-55.93980744;   1.48;   -0.40;   -6.63;  0.96; 0.093; ;247.84667314;-55.93982355
247.8496044279;-40.6477970760; 80914;16 31 23.92;-40 38 51.9; 8.72;247.84965264;-40.64775301;   2.65;  -15.05;  -18.13;  1.46; 1.696; ;247.84960443;-40.64779708
247.8519014627;+17.4999280440; 80915;16 31 24.45;+17 29 59.8; 8.28;247.85186507;+17.49995286;   2.38;   14.28;  -10.21;  1.12; 1.078; ;247.85190146;+17.49992804
247.8525204048;-65.2181967667; 80916;16 31 24.61;-65 13 05.5; 8.91;247.85253177;-65.21818160;  -0.60;   -1.96;   -6.24;  2.32; 0.069; ;247.85252040;-65.21819677
247.8538389275;+25.8415348318; 80917;16 31 24.91;+25 50 29.9; 7.97;247.85377468;+25.84163237;   2.27;   23.79;  -40.13;  1.10; 1.009; ;247.85383893;+25.84153483
247.8560104415;-65.2159184000; 80918;16 31 25.45;-65 12 57.3;10.28;247.85605729;-65.21592015;  12.55;   -8.08;    0.72;  7.69;      ; ;247.85601044;-65.21591840
247.8602771012;-31.8172019965; 80919;16 31 26.46;-31 49 01.9; 9.30;247.86025582;-31.81720800;   3.02;    7.44;    2.47;  1.50; 0.554; ;247.86027710;-31.81720200
247.8676176138;+72.6123382903; 80920;16 31 28.30;+72 36 43.9; 6.27;247.86791790;+72.61220286;   7.45;  -36.92;   55.72;  0.61; 1.291; ;247.86761761;+72.61233829
247.8686504541;-44.9288780728; 80921;16 31 28.48;-44 55 43.8;10.31;247.86868657;-44.92883092;   7.74;  -10.52;  -19.40;  2.15; 0.475; ;247.86865045;-44.92887807
247.8701930954;-52.1962398961; 80922;16 31 28.85;-52 11 46.4; 9.44;247.87021427;-52.19621666;   4.49;   -5.34;   -9.56;  1.95; 1.185; ;247.87019310;-52.19623990
247.8711916343;+17.2073328035; 80923;16 31 29.09;+17 12 26.4; 9.60;247.87118881;+17.20733905;   2.94;    1.11;   -2.57;  1.23; 0.200; ;247.87119163;+17.20733280
247.8750728453;-40.2109518590; 80924;16 31 30.00;-40 12 39.3; 9.88;247.87498357;-40.21093030;   6.33;   28.05;   -8.87;  1.85; 0.652; ;247.87507285;-40.21095186
247.8751177439;-39.0122755439; 80925;16 31 30.35;-39 00 41.3; 7.24;247.87645672;-39.01146518;  40.60; -428.05; -333.41;  1.75; 0.858; ;247.87511774;-39.01227554
247.8773801341;+33.5136741465; 80927;16 31 30.59;+33 30 49.3; 7.09;247.87745418;+33.51369940;   8.60;  -25.40;  -10.39;  0.65; 0.103; ;247.87738013;+33.51367415
247.8774050254;-40.8372581666; 80928;16 31 30.60;-40 50 14.1; 9.80;247.87749954;-40.83724125;   5.31;  -29.42;   -6.96;  1.63; 0.549; ;247.87740503;-40.83725817
247.8776000396;+08.2941004032; 80926;16 31 30.60;+08 17 38.1; 6.97;247.87750879;+08.29392849;  12.36;   37.15;   70.73;  0.93; 0.904; ;247.87760004;+08.29410040
247.8802256229;+42.1626140215; 80929;16 31 31.26;+42 09 45.5; 7.67;247.88023264;+42.16264890;   4.20;   -2.14;  -14.35;  0.74; 1.047; ;247.88022562;+42.16261402
247.8854538320;+26.4334003644; 80930;16 31 32.54;+26 26 02.4; 8.90;247.88558811;+26.43400742;  14.42;  -49.47; -249.76;  1.28; 0.738; ;247.88545383;+26.43340036
247.8879951563;-53.9732492138; 80931;16 31 33.15;-53 58 23.4;13.12;247.88812194;-53.97315520;   9.89;  -30.68;  -38.68; 10.09;      ;P;247.88799516;-53.97324921
247.8909831867;-41.6564797087; 80932;16 31 33.89;-41 39 23.1; 9.36;247.89120736;-41.65640582;   6.69;  -68.91;  -30.40;  2.48; 0.300; ;247.89098319;-41.65647971
247.8932743109;+08.2995300743; 80933;16 31 34.36;+08 17 57.7; 8.26;247.89317520;+08.29935505;  12.86;   40.35;   72.01;  1.14; 0.602; ;247.89327431;+08.29953007
247.9036599252;+57.7641125938; 80934;16 31 36.82;+57 45 51.1; 8.28;247.90341145;+57.76418991;   6.06;   54.53;  -31.81;  1.11; 0.331; ;247.90365993;+57.76411259
247.9036468742;-60.6912084099; 80935;16 31 36.91;-60 41 28.2; 9.01;247.90378595;-60.69116816;   5.49;  -28.01;  -16.56;  1.70; 0.483; ;247.90364687;-60.69120841
247.9044746463;+12.4215494888; 80936;16 31 37.13;+12 25 17.1; 8.52;247.90468856;+12.42141260;  20.62;  -85.95;   56.32;  1.21; 0.760; ;247.90447465;+12.42154949
247.9054001508;-22.8012225878; 80937;16 31 37.30;-22 48 04.3; 8.53;247.90542214;-22.80119731;   5.19;   -8.34;  -10.40;  1.25; 1.154; ;247.90540015;-22.80122259
247.9081122906;-36.1029989187; 80938;16 31 37.95;-36 06 10.7; 9.39;247.90813392;-36.10297945;   2.98;   -7.19;   -8.01;  1.43; 1.567; ;247.90811229;-36.10299892
247.9105873947;+05.4337072280; 80939;16 31 38.57;+05 26 01.5; 7.50;247.91069177;+05.43375686;  12.18;  -42.75;  -20.42;  1.62; 0.357; ;247.91058739;+05.43370723
247.9112794563;-17.7134096287; 80940;16 31 38.71;-17 42 48.2; 8.04;247.91130737;-17.71337966;   4.83;  -10.94;  -12.33;  1.09; 0.150; ;247.91127946;-17.71340963
247.9167645010;+29.6056376096; 80941;16 31 40.02;+29 36 20.3; 8.01;247.91675139;+29.60562937;   3.16;    4.69;    3.39;  0.88; 1.130; ;247.91676450;+29.60563761
247.9170829495;-31.6527687558; 80942;16 31 40.11;-31 39 09.9; 8.93;247.91711313;-31.65275636;   3.42;  -10.57;   -5.10;  1.42; 1.622; ;247.91708295;-31.65276876
247.9172640681;-43.2177590664; 80943;16 31 40.14;-43 13 03.8; 7.76;247.91726747;-43.21772499;   8.79;   -1.02;  -14.02;  0.95; 0.255; ;247.91726407;-43.21775907
247.9176559688;-76.3554625508; 80944;16 31 40.23;-76 21 19.7; 8.68;247.91763258;-76.35546678;   1.86;    2.27;    1.74;  0.97; 1.182; ;247.91765597;-76.35546255
247.9240359286;-41.8171446564; 80945;16 31 41.77;-41 49 01.7; 5.31;247.92404718;-41.81714208;   0.38;   -3.45;   -1.06;  0.88; 0.299; ;247.92403593;-41.81714466
247.9285075282;+70.9332887496; 80946;16 31 42.96;+70 55 59.6; 8.23;247.92899815;+70.93323241;   7.32;  -65.94;   23.18;  0.61; 0.448; ;247.92850753;+70.93328875
247.9306329208;-68.9132263169; 80947;16 31 43.34;-68 54 47.6;10.15;247.93059009;-68.91322306;  -1.17;    6.34;   -1.34;  1.75; 0.412; ;247.93063292;-68.91322632
247.9357640501;-64.4734084753; 80948;16 31 44.58;-64 28 24.1; 6.61;247.93576264;-64.47337401;   2.81;    0.25;  -14.18;  0.75;-0.042; ;247.93576405;-64.47340848
